Region Code,Provider Code,Provider Name,Total number of incomplete pathways,Total within 18 weeks,Total 52 plus weeks,% within 18 weeks,% 52 plus weeks,Month
Y63,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,113536,61400,2622,54.07976324689966,2.3093996617812853,January-2026
Y63,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,38672,28450,6,73.56743897393463,0.015515101365328922,January-2026
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,28876,20512,132,71.03476935863694,0.4571270259038648,January-2026
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,22852,15320,352,67.04008401890425,1.5403465779800456,January-2026
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,44286,29776,278,67.23569525357901,0.6277378855620287,January-2026
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,59322,39288,992,66.22838070193183,1.672229526988301,January-2026
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,79288,46224,1860,58.298859852688935,2.345878317021491,January-2026
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,77030,43300,2034,56.211865506945344,2.6405296637673636,January-2026
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,103938,61802,2062,59.46044757451558,1.98387500240528,January-2026
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,25156,17964,40,71.41039910955637,0.15900779138177773,January-2026
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,173788,113828,2686,65.49819320091146,1.545561258544894,January-2026
Y63,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,167558,118884,1856,70.95095429642274,1.1076761479607062,January-2026
Y63,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,71458,57752,0,80.81950236502561,0.0,January-2026
Y63,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,111848,69370,1992,62.02167226950862,1.7809884843716473,January-2026
Y63,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,43796,30982,500,70.74162023929127,1.1416567723079734,January-2026
Y63,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,162674,89312,6314,54.902442922655126,3.8813823966952308,January-2026
Y63,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,70894,52816,42,74.49995768330183,0.059243377436736536,January-2026
Y63,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",352,350,0,99.43181818181817,0.0,January-2026
Y63,RXF,MID YORKSHIRE TEACHING NHS TRUST,108644,67860,368,62.46088141084643,0.33872096020028714,January-2026
Y63,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,8058,7736,0,96.00397120873666,0.0,January-2026
Y63,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,84244,55724,1558,66.14595698209962,1.8493898675276577,January-2026
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,1332,908,30,68.16816816816817,2.2522522522522523,January-2026
Y56,R1H,BARTS HEALTH NHS TRUST,256474,151118,3626,58.92137214688429,1.4137885321709023,February-2026
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,166978,103102,2330,61.74585873588138,1.3953934051192374,February-2026
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,279816,170138,4788,60.80352803270721,1.7111244532121108,February-2026
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,18250,13064,30,71.58356164383561,0.16438356164383564,February-2026
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,66772,40836,406,61.157371353261844,0.6080392979093032,February-2026
Y56,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,88316,53144,792,60.174826758458266,0.8967797454594864,February-2026
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",139830,89852,1668,64.25802760494886,1.1928770650075091,February-2026
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,213856,144018,1934,67.34344605715997,0.9043468502169685,February-2026
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,109832,68148,2026,62.04749071308908,1.844635443222376,February-2026
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,69512,46128,1170,66.3597652203936,1.683162619403844,February-2026
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,136112,84654,1456,62.194369342894085,1.0697072998706947,February-2026
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,167714,107776,3174,64.26177898088412,1.8925074829769728,February-2026
Y56,RKE,WHITTINGTON HEALTH NHS TRUST,50190,30884,432,61.53417015341701,0.8607292289300658,February-2026
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,16896,12366,410,73.18892045454545,2.4266098484848486,February-2026
Y56,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,69604,58654,60,84.2681455088788,0.08620194241710247,February-2026
Y56,RPG,OXLEAS NHS FOUNDATION TRUST,5588,2662,1046,47.63779527559055,18.71868289191124,February-2026
Y56,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,3938,3716,4,94.36262061960386,0.10157440325038089,February-2026
Y56,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,149408,94828,2322,63.46915827800386,1.5541336474619833,February-2026
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,50342,37094,456,73.68400143021732,0.9058042985975925,February-2026
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,150642,93026,2098,61.75303036337807,1.392705885476826,February-2026
Y56,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,120526,76300,1342,63.30584272273202,1.113452699002705,February-2026
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,174746,116772,610,66.82384718391265,0.34907809048561916,February-2026
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,132224,84376,2508,63.81292352371732,1.8967812197483058,February-2026
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,99672,67254,778,67.47531904647242,0.78056023757926,February-2026
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,67202,44880,1190,66.78372667480134,1.7707806315288237,February-2026
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,42268,25782,646,60.996498533169294,1.5283429544809313,February-2026
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,80604,53378,652,66.22251997419482,0.8088928589151902,February-2026
Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,81678,58996,548,72.22997624819413,0.670927299884914,February-2026
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,105934,66806,2218,63.06379443804633,2.0937564898899317,February-2026
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,144050,89412,3252,62.07011454356126,2.257549461992364,February-2026
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,1356,1344,0,99.11504424778761,0.0,February-2026
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,94708,59308,1914,62.621953794821984,2.020948599907083,February-2026
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,88554,50760,1556,57.32095670438376,1.7571199494093999,February-2026
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,59898,42148,232,70.36628935857625,0.38732511936959496,February-2026
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,134524,96512,24,71.74333204483958,0.017840682703458118,February-2026
Y58,RVJ,NORTH BRISTOL NHS TRUST,82386,55936,128,67.89503070910105,0.1553662029956546,February-2026
Y59,R1F,ISLE OF WIGHT NHS TRUST,26158,15970,146,61.052068200932794,0.558146647297194,February-2026
Y59,RA2,ROYAL SURREY NHS FOUNDATION TRUST,60024,37194,1024,61.96521391443422,1.7059842729574837,February-2026
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,26004,14134,576,54.35317643439471,2.2150438394093217,February-2026
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,132284,76266,2078,57.653230927398624,1.570862689365305,February-2026
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,125404,76448,2970,60.961372842971514,2.368345507320341,February-2026
Y59,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,113420,65064,4164,57.36554399576794,3.6713101745723855,February-2026
Y59,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,69534,57166,76,82.21301809186873,0.10929904794776656,February-2026
Y59,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,100152,59116,2870,59.02628005431744,2.8656442207844077,February-2026
Y59,RN7,DARTFORD AND GRAVESHAM NHS TRUST,61438,36276,1590,59.044890784205215,2.5879748689735993,February-2026
Y59,RPA,MEDWAY NHS FOUNDATION TRUST,69548,41444,448,59.590498648415476,0.644159429458791,February-2026
Y59,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,40050,24366,510,60.838951310861425,1.2734082397003745,February-2026
Y59,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,173866,105360,3786,60.59839186499948,2.177539024306075,February-2026
Y59,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,99264,60112,1242,60.55770470664088,1.2512088974854931,February-2026
Y59,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,94910,61674,1392,64.98156147929618,1.46665261826994,February-2026
Y59,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,147750,75816,4032,51.313705583756345,2.728934010152284,February-2026
Y59,RW1,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,8850,8194,0,92.58757062146893,0.0,February-2026
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,100414,70876,74,70.58378313780946,0.07369490310116118,February-2026
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,188,188,0,100.0,0.0,February-2026
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,119448,76166,1194,63.76498560042864,0.9995981514968857,February-2026
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,92152,57680,900,62.592238909627575,0.9766472784095842,February-2026
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,228106,119056,9506,52.19327856347488,4.167360788405391,February-2026
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,8252,8244,0,99.90305380513816,0.0,February-2026
Y60,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,86,62,0,72.09302325581395,0.0,February-2026
Y60,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,15096,12538,2,83.05511393746687,0.013248542660307366,February-2026
Y60,RBK,WALSALL HEALTHCARE NHS TRUST,57054,40408,36,70.82413152452062,0.06309811757282574,February-2026
Y60,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,55258,31648,2278,57.2731550182779,4.122480002895508,February-2026
Y60,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,60234,40162,666,66.67662781817579,1.1056878175117044,February-2026
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,129100,79604,2730,61.66072811773818,2.1146398140975986,February-2026
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,68702,41848,744,60.91234607435009,1.0829379057378243,February-2026
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,141626,81824,3674,57.774702385155265,2.594156440201658,February-2026
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,31112,17462,966,56.126253535613266,3.104911288248907,February-2026
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,155116,88582,4042,57.10693932282936,2.605791794527966,February-2026
Y60,RLQ,WYE VALLEY NHS TRUST,42966,28344,686,65.96844016198855,1.5966112740306289,February-2026
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,39888,25606,398,64.19474528680304,0.99779382270357,February-2026
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,93728,57098,64,60.918828951860704,0.06828269033799932,February-2026
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,48096,30050,410,62.47920825016633,0.852461743180306,February-2026
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,85074,50952,1260,59.891388673390225,1.4810635446787501,February-2026
Y60,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,32,28,0,87.5,0.0,February-2026
Y60,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,43066,25336,346,58.830632053127765,0.8034180095667115,February-2026
Y60,RRE,MIDLANDS PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,17186,16068,0,93.4947049924357,0.0,February-2026
Y60,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,25606,16148,208,63.06334452862611,0.8123096149339999,February-2026
Y60,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,182372,113994,1342,62.50630579255587,0.7358585747812164,February-2026
Y60,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,193682,111164,3818,57.395111574642975,1.9712724982187297,February-2026
Y60,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,138102,77800,928,56.335172553619785,0.6719670967835368,February-2026
Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,234850,130732,5006,55.666169895678095,2.131573344688099,February-2026
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,111346,65338,1580,58.68015016255635,1.4190002335063674,February-2026
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,183440,103028,4376,56.164413432184915,2.385521151330135,February-2026
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,133744,78128,1246,58.416078478286884,0.9316305778203134,February-2026
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,66718,42120,94,63.13138883060043,0.14089151353457838,February-2026
Y60,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,29634,20364,20,68.7183640413039,0.0674900452183303,February-2026
Y61,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,353712,178384,25242,50.43198986746279,7.136314289591532,February-2026
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,168864,102394,1910,60.636962289179465,1.1310877392457837,February-2026
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",50690,27408,692,54.069836259617276,1.3651607812191755,February-2026
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,70224,40626,2560,57.85201640464799,3.6454773296878558,February-2026
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,178504,102010,2586,57.14717877470533,1.4487070317751984,February-2026
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,10942,8284,46,75.70828002193383,0.42039846463169434,February-2026
Y61,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,156342,92810,1132,59.36344680252268,0.7240536771948677,February-2026
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,66240,35748,3246,53.96739130434782,4.900362318840579,February-2026
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,62186,39106,1218,62.88553693757437,1.958640208407037,February-2026
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,122176,74330,2820,60.83846254583551,2.3081456259821898,February-2026
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,132842,82302,3948,61.954803450715886,2.971951641800033,February-2026
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,77468,44810,2564,57.84323849847679,3.3097537047555123,February-2026
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,550,210,6,38.18181818181819,1.090909090909091,February-2026
Y61,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,89396,59162,1416,66.17969484093248,1.5839634882992528,February-2026
Y61,RWH,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,107530,72858,866,67.75597507672278,0.8053566446573049,February-2026
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,342814,205680,4820,59.99754969166954,1.4060102562905832,February-2026
Y62,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,92394,55246,1956,59.79392601251163,2.1170205857523214,February-2026
Y62,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,149110,94584,2566,63.43236536784924,1.7208772047481724,February-2026
Y62,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,10490,8348,64,79.58055290753097,0.6101048617731172,February-2026
Y62,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,31998,20358,464,63.62272642040128,1.4500906306644166,February-2026
Y62,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,69088,39558,1254,57.257410838351085,1.8150764242704958,February-2026
Y62,RBV,THE CHRISTIE NHS FOUNDATION TRUST,6496,6306,0,97.07512315270937,0.0,February-2026
Y62,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,123692,71200,1748,57.562332244607575,1.4131875949940174,February-2026
Y62,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,1538,1470,0,95.57867360208063,0.0,February-2026
Y62,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,26274,13374,1022,50.90203242749486,3.889776965821725,February-2026
Y62,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,25706,16690,220,64.9264763090329,0.8558313234264373,February-2026
Y62,RJN,EAST CHESHIRE NHS TRUST,38890,22594,1082,58.097197222936494,2.782206222679352,February-2026
Y62,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,59278,34592,1908,58.35554505887514,3.2187320759809714,February-2026
Y62,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,261206,141994,9130,54.36092585928348,3.495325528510065,February-2026
Y62,RMC,BOLTON NHS FOUNDATION TRUST,74738,44724,1086,59.84104471620862,1.453076079103,February-2026
Y62,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,32800,24490,0,74.66463414634147,0.0,February-2026
Y62,RRF,"WRIGHTINGTON, WIGAN AND LEIGH TEACHING HOSPITALS NHS FOUNDATION TRUST",88764,52412,2110,59.04646027668875,2.3770898111847143,February-2026
Y62,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,69572,46720,1140,67.15345253837751,1.6385902374518484,February-2026
Y62,RW4,MERSEY CARE NHS FOUNDATION TRUST,98,94,0,95.91836734693877,0.0,February-2026
Y62,RW5,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST,7256,6904,0,95.14884233737597,0.0,February-2026
Y62,RWJ,STOCKPORT NHS FOUNDATION TRUST,68548,41220,692,60.13304545719787,1.009511583124234,February-2026
Y62,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,67378,42458,1124,63.01463385674849,1.66820030276945,February-2026
Y62,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,85924,49168,1954,57.222661887249195,2.274102695405242,February-2026
Y62,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,128186,71444,2642,55.734635607632654,2.061067511272682,February-2026
Y62,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,100664,65208,1210,64.77787491059365,1.202018596519113,February-2026
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,114590,85966,12,75.02050789772231,0.010472117985862641,February-2026
Y63,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,62522,40322,138,64.49249864047854,0.2207223057483766,February-2026
Y63,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,113278,61984,2506,54.71848019915606,2.212256572326489,February-2026
Y63,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,39742,29638,34,74.57601529867647,0.08555180916914096,February-2026
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,29206,21204,150,72.60152023556803,0.5135930973087722,February-2026
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,22138,15376,312,69.45523534194598,1.40934140392086,February-2026
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,43800,29824,256,68.09132420091323,0.5844748858447488,February-2026
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,58176,39402,888,67.72896039603961,1.5264026402640265,February-2026
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,78886,46918,1746,59.47569911010826,2.213320487792511,February-2026
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,76118,43964,1894,57.7576920045193,2.4882419401455635,February-2026
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,103806,62368,2138,60.08130551220546,2.059611197811302,February-2026
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,24614,17620,52,71.58527667181279,0.21126188348094582,February-2026
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,171476,113010,2610,65.90426648627214,1.5220788915066832,February-2026
Y63,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,163766,116232,1552,70.97443913877117,0.9476936604667635,February-2026
Y63,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,72286,58936,0,81.53169355061837,0.0,February-2026
Y63,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,110744,69788,1830,63.01740952105758,1.6524597269378025,February-2026
Y63,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,44282,31064,500,70.1503997109435,1.129126959035274,February-2026
Y63,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,162638,88772,6220,54.58256987911804,3.8244444717716646,February-2026
Y63,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,71240,53198,32,74.67434025828187,0.044918585064570464,February-2026
Y63,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",366,362,0,98.90710382513662,0.0,February-2026
Y63,RXF,MID YORKSHIRE TEACHING NHS TRUST,107570,68844,484,63.99925629822442,0.4499395742307335,February-2026
Y63,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,8254,7892,0,95.61424763750908,0.0,February-2026
Y63,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,84588,54800,1342,64.7846030169764,1.5865134534449332,February-2026
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,1232,824,28,66.88311688311688,2.272727272727273,February-2026
Y56,R1H,BARTS HEALTH NHS TRUST,242860,151586,2014,62.417030387877794,0.8292843613604545,March-2026
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,163514,104708,1554,64.03610700001224,0.9503773377203175,March-2026
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,266618,173034,2662,64.8995941759371,0.9984322138790328,March-2026
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,18064,13008,26,72.01062887511071,0.14393268379096547,March-2026
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,65970,42040,200,63.725936031529486,0.3031681067151736,March-2026
Y56,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,87722,59726,556,68.08554296527667,0.6338204783292675,March-2026
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",137742,90920,1724,66.00746322835445,1.2516153388218554,March-2026
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,211184,144570,1548,68.45689067353588,0.7330100765209485,March-2026
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,110588,71776,1678,64.90396788078272,1.517343653922668,March-2026
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,64654,45914,560,71.01494107093141,0.866149039502583,March-2026
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,133960,84906,854,63.38160644968648,0.6375037324574501,March-2026
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,167784,111374,2252,66.3793925523292,1.3422018786058265,March-2026
Y56,RKE,WHITTINGTON HEALTH NHS TRUST,43638,31162,152,71.41023878271231,0.3483202713231587,March-2026
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,16934,12528,388,73.98133931734972,2.2912483760481868,March-2026
Y56,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,75310,64620,24,85.80533793652901,0.03186827778515469,March-2026
Y56,RPG,OXLEAS NHS FOUNDATION TRUST,4158,2318,624,55.74795574795574,15.007215007215008,March-2026
Y56,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,3924,3716,4,94.69928644240571,0.10193679918450561,March-2026
Y56,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,151202,99766,1916,65.98193145593312,1.2671790055687093,March-2026
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,52564,40242,350,76.5581006011719,0.6658549577657712,March-2026
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,148612,93970,2232,63.23177132398461,1.501897558743574,March-2026
Y56,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,116388,77436,912,66.53263223012682,0.7835859366945046,March-2026
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,167756,115938,192,69.11108991630702,0.11445194210639262,March-2026
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,132996,89802,1262,67.52233149869168,0.9489007188186112,March-2026
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,99248,67524,622,68.03562792197324,0.626712880864098,March-2026
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,66946,44444,1192,66.38783497146954,1.7805395393302064,March-2026
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,42984,26954,486,62.707053787455806,1.1306532663316584,March-2026
